Long,Lat,esrisnsr_azimuth,esrignss_positionsourcetype,esrignss_h_rms,esrignss_v_rms,esrignss_latitude,esrignss_longitude,esrignss_altitude,esrignss_pdop,esrignss_hdop,esrignss_vdop,esrignss_fixtype,esrignss_correctionage,esrignss_stationid,esrignss_numsats,esrignss_fixdatetime,esrignss_avg_h_rms,esrignss_avg_v_rms,esrignss_avg_positions,esrignss_h_stddev,globalid,bt_id,dbh_1,notes,height,leaves_coll,locality,date_coll,qubr_id_2,fruiting
-109.850369,23.552880447696772,136.6065369,3,0.76026491,1.13854688,23.55288045,-109.850369,394.71861099999995,1.2999999500000001,0.6999999900000001,1.09544504,4,9,2,18,11/12/25 20:11,,,,,{3D174E05-59E2-4CAD-93A4-9F9017CE9E68},2307,19.8,,4.7,Y,SD,11/12/25 20:11,SD_406,N
-109.8499928,23.553462756615676,258.311554,3,0.6293018800000001,0.8319369600000001,23.55346276,-109.8499928,395.978594,1.2000000499999999,0.60000002,1.03923047,4,10,2,20,11/12/25 21:09,,,,,{40F1E309-C0E8-432C-86C7-F63AA2D82E0A},179,,,4.7,N,SD,11/12/25 21:09,,Y
-109.8505219,23.552981295731005,328.0032044,3,0.62884401,1.2272818300000001,23.552981300000003,-109.8505219,395.175552,1.2999999500000001,0.6999999900000001,1.09544504,4,6,2,19,11/12/25 20:32,,,,,{42FCC04F-C7B8-44C2-8CBF-7F7749B0B5AD},517,,"Recorded QUBR ID is incorrect, should have been SD_147",5.7,Y,SD,11/12/25 20:33,SD-408,N
-109.8500097,23.553492128300295,313.2563782,3,0.49831725000000004,0.67835111,23.55349213,-109.8500098,395.80047,1.2999999500000001,0.6999999900000001,1.09544504,4,11,2,13,11/12/25 21:10,,,,,{45167F0D-4E8A-49A0-B3BA-B525339D564A},180,,,19.2,N,SD,11/12/25 21:10,,Y
-109.8502146,23.553459339196536,243.19909668000003,3,0.34720675,0.6317506,23.55345934,-109.8502146,396.87300999999997,1.2999999500000001,0.6999999900000001,1.09544504,4,15,2,16,11/12/25 20:57,,,,,{4656D73A-DEE9-400F-B0D2-E3B42CA4056A},507,,,14.6,N,SD,11/12/25 20:57,,Y
-109.8505111,23.55280091368432,117.15574645999999,3,0.42368263,0.68721085,23.552800910000002,-109.8505111,397.000998,1.2999999500000001,0.60000002,1.15325618,4,8,2,21,11/12/25 19:54,,,,,{5D20F513-7ED8-420E-B5A7-AC3C69669985},599,,,,N,SD,11/12/25 19:54,,N
-109.8500291,23.55346399347436,128.3518066,3,0.75505675,1.41691353,23.55346399,-109.8500291,396.76718200000005,1.2000000499999999,0.6999999900000001,0.97467947,4,17,2,16,11/12/25 21:06,,,,,{6A487923-8F78-4832-B720-077ED9483B3A},172,,,6.8,N,SD,11/12/25 21:06,,Y
-109.8504092,23.55290264537145,135.3405762,3,0.65221881,1.02431256,23.55290265,-109.8504092,395.3299,1.2000000499999999,0.60000002,1.03923047,4,10,2,17,11/12/25 20:07,,,,,{7566DBCB-34A2-41B6-98CC-D144BDF1E24C},2305,42.1,,4.3,Y,SD,11/12/25 20:08,SD_405,N
-109.8504578,23.553033676300863,120.0583954,3,0.34331975,0.59749264,23.553033680000002,-109.8504578,396.38994,1.2000000499999999,0.60000002,1.03923047,4,17,2,18,11/12/25 20:42,,,,,{792C521B-D37A-42F5-9B97-3F5A1B20A5EA},506,,,7.4,N,SD,11/12/25 20:42,,Y
-109.850491,23.55283946730118,63.10836411,3,0.75421787,1.27531236,23.552839470000002,-109.850491,396.368428,1.2000000499999999,0.60000002,1.03923047,4,35,2,20,11/12/25 19:59,,,,,{79868C02-3D10-4B06-8FF0-38DE0DBA1678},504,,,,N,SD,11/12/25 19:59,,N
-109.8503918,23.55288132058362,10.74802208,3,0.75184845,1.3380707,23.55288132,-109.8503918,395.616715,1.6000000200000002,0.6999999900000001,1.43874955,4,8,2,16,11/12/25 20:09,,,,,{7B5B9326-E0D9-40F5-92E5-11AF84D73F10},2306,24.2,,10.7,N,SD,11/12/25 20:09,SD_407,N
-109.8502822,23.553516619247134,0,3,0.74987567,1.21347653,23.55351662,-109.8502822,396.889271,1.2999999500000001,0.60000002,1.15325618,4,7,2,17,11/12/25 21:21,,,,,{842C4534-D2B1-40D9-94BC-5705B6F54C89},669,,,10.4,N,SD,11/12/25 21:21,,Y
-109.8503403,23.553542695376866,239.884613,3,0.66921545,0.9205626400000001,23.5535427,-109.8503403,397.042862,1.1000000200000002,0.60000002,0.9219544500000001,4,6,2,24,11/12/25 21:25,,,,,{8CC481AC-8F41-4DED-BA75-2A09394B4B73},672,,,24.5,N,SD,11/12/25 21:26,,Y
-109.8504236,23.553003139293335,332.79779053000004,3,0.31466568,0.55912531,23.55300314,-109.8504236,396.527988,1.1000000200000002,0.60000002,0.9219544500000001,4,9,2,17,11/12/25 20:46,,,,,{91635ADE-6281-4D56-92ED-9ACCFD6B5269},522,,,3.4,N,SD,11/12/25 20:46,,N
-109.8505451,23.55290995373843,144.41453552000002,3,0.89959394,1.41581226,23.55290995,-109.8505451,396.653925,1.2000000499999999,0.60000002,1.03923047,4,20,2,16,11/12/25 20:19,,,,,{93118A0B-CC18-47A3-B72B-D2B987577E98},514,,,16,N,SD,11/12/25 20:20,,N
-109.850501,23.55281571488836,117.15574645999999,3,0.38683225000000004,0.7212577400000001,23.55281572,-109.850501,395.26210299999997,1.5,0.60000002,1.37477267,4,34,2,17,11/12/25 19:40,,,,,{93D5ADF9-74E0-4051-96F7-0B44F2FBA8C9},600,,,9.3,Y,SD,11/12/25 19:40,,N
-109.8505841,23.552906969454288,86.93643951,3,0.52620153,0.8370000500000001,23.552906970000002,-109.8505841,395.13877599999995,1.2000000499999999,0.60000002,1.03923047,4,8,2,17,11/12/25 20:23,,,,,{9DD61F41-06D1-4F38-B465-748356CAEFAC},521,,Acorns green,11.1,N,SD,11/12/25 20:23,,Y
-109.8500063,23.55345175005528,250.5102997,3,0.45784603,0.70636708,23.55345175,-109.8500063,396.238468,1.2999999500000001,0.6999999900000001,1.09544504,4,42,2,17,11/12/25 21:08,,,,,{AB87DE52-3158-40BC-AE4C-FD7947A0F1E0},173,,,9.8,N,SD,11/12/25 21:08,,Y
-109.8504655,23.55292068036173,135.4447174,3,0.62289396,1.0744451,23.55292068,-109.8504655,395.667816,1.3999999800000003,0.60000002,1.26491106,4,8,2,18,11/12/25 20:05,,,,,{BD32BCF2-568F-4B8F-8060-57EDBEE3709E},2304,21.2,DBH 2: 41,5,Y,SD,11/12/25 20:06,SD_404,N
-109.8502466,23.553424485633474,37.46893692,3,0.41732315000000003,0.8300630700000001,23.55342449,-109.8502467,397.78905,1.2000000499999999,0.60000002,1.03923047,4,11,2,18,11/12/25 20:54,,,,,{BE51A41C-9D17-497D-89BF-039172B3A946},515,,,8.5,N,SD,11/12/25 20:54,,Y
-109.8504612,23.553012817622456,97.68852234,3,0.35910123000000005,0.59898473,23.55301282,-109.8504612,396.509528,1.2000000499999999,0.6999999900000001,0.97467947,4,7,2,18,11/12/25 20:39,,,,,{BE717B4C-A777-478D-B009-12ECDBB9A333},518,,,12.2,N,SD,11/12/25 20:40,,Y
-109.8505661,23.552919016936404,144.41453552000002,3,0.67532156,1.07071883,23.55291902,-109.8505661,396.32122,1.2000000499999999,0.60000002,1.03923047,4,15,2,12,11/12/25 20:21,,,,,{BF104BEE-6D14-41D0-9AB0-FB573A2899CA},502,,,,N,SD,11/12/25 20:21,,N
-109.8502392,23.553108375540848,248.9636993,3,0.33238241,0.5862192700000001,23.55310838,-109.8502392,396.817427,1.2000000499999999,0.60000002,1.03923047,4,23,2,16,11/12/25 20:50,,,,,{D3BBA5D4-2A58-47AE-9471-6540C5A27C5E},520,,,13.2,N,SD,11/12/25 20:50,,Y
-109.8503172,23.553526974434117,241.0637512,3,0.4194912,0.66740621,23.55352697,-109.8503172,397.05149,1.2000000499999999,0.60000002,1.03923047,4,19,2,19,11/12/25 21:24,,,,,{D4878269-FE66-4826-9688-14DCA343D5D1},671,,,6.5,N,SD,11/12/25 21:24,,N
-109.850029,23.553449134700074,97.24841309,3,0.37252962,0.63679691,23.55344913,-109.850029,395.700845,1.1000000200000002,0.60000002,0.9219544500000001,4,8,2,21,11/12/25 21:04,,,,,{D4893626-B867-46B7-924E-81EFC2EE4C4E},501,,,8.1,N,SD,11/12/25 21:05,,Y
-109.8503083,23.552750435258076,117.15574645999999,3,0.7847667700000001,1.75408575,23.55275044,-109.8503083,392.84599799999995,1.70000005,0.6999999900000001,1.5491933800000002,2,5,,20,11/12/25 19:24,,,,,{D8200E41-0EEE-4B6C-94A1-1500C0058F57},597,,Branch 4,,,SD,11/12/25 19:24,,
-109.8505738,23.552834939816908,117.15574645999999,3,0.5328677,1.01346866,23.55283494,-109.8505738,396.636551,1.2000000499999999,0.60000002,1.03923047,4,6,2,19,11/12/25 19:50,,,,,{D8D801BE-B679-43C4-986B-9E671164DF38},2303,19.7,,,Y,SD,11/12/25 19:50,SD_403,N
-109.850547,23.552827424752664,117.15574645999999,3,0.37818472,0.74812485,23.55282742,-109.850547,395.502423,1.5,0.60000002,1.37477267,4,52,2,18,11/12/25 19:41,,,,,{DC10050E-CBD5-4428-BC0C-18D8879BEA9E},2301,57,,8.6,Y,SD,11/12/25 19:42,SD_401,N
-109.8504407,23.553014543630844,279.5586243,3,0.34703412000000006,0.6052972700000001,23.55301454,-109.8504407,397.02968300000003,1.2999999500000001,0.6999999900000001,1.09544504,4,10,2,17,11/12/25 20:48,,,,,{E3C6F8EB-86CF-4C65-AC31-74CD90847BF6},523,,,7.8,N,SD,11/12/25 20:48,,N
-109.8503726,23.552730049211682,0,3,0.71573174,1.17345318,23.55273005,-109.8503726,393.453983,1,0.5,0.86602539,2,2,,25,11/12/25 18:35,,,,,{E6258054-B648-4CBB-BEDA-88D382A10721},597,,"Mother 7, DT 44",,Y,SD,11/12/25 18:35,,Y
-109.8504535,23.553055300809614,184.48721313000001,3,0.3344263,0.5810160700000001,23.5530553,-109.8504535,397.14919599999996,1.2999999500000001,0.6999999900000001,1.09544504,4,13,2,16,11/12/25 20:44,,,,,{E6540E4E-5C59-4123-A771-AA4F1F720C9A},508,,,9.9,,SD,11/12/25 20:44,,Y
-109.8501359,23.55337863867026,71.67901611,3,0.40058706000000005,0.7288752000000001,23.553378640000002,-109.8501359,395.96772699999997,1.2000000499999999,0.60000002,1.03923047,4,9,2,19,11/12/25 21:03,,,,,{E95346DB-85E1-4EBF-9538-91BE8BBB58F6},516,,,6.3,N,SD,11/12/25 21:03,,Y
-109.8501615,23.553381223558308,257.9942017,3,0.5077254800000001,0.8585152100000001,23.55338122,-109.8501615,395.80415,1.2999999500000001,0.60000002,1.15325618,4,25,2,15,11/12/25 21:00,,,,,{EDEFC2E7-94C2-43ED-A272-BE94D5314B9F},503,,,7.6,Y,SD,11/12/25 21:00,SD-096,Y
-109.8504863,23.552827433810936,117.15574645999999,3,0.42917613000000004,0.74838278,23.55282743,-109.8504863,394.807528,1.2999999500000001,0.60000002,1.15325618,4,15,2,17,11/12/25 19:56,,,,,{F5824668-57F1-4EE1-B60B-E32F9D352CD3},527,,,9.5,N,SD,11/12/25 19:56,,N
-109.8503389,23.552777813459734,117.15574645999999,3,0.89696008,2.03287531,23.552777810000002,-109.8503389,394.754931,1.7999999500000001,0.6999999900000001,1.65831232,2,4,,18,11/12/25 19:23,,,,,{FAE09121-2C66-4287-A33A-A000BE4BDE98},597,,Branch 2,,,SD,11/12/25 19:23,,
-109.8502869,23.55271632263828,117.15574645999999,3,0.77297711,1.8151717,23.552716320000002,-109.8502869,393.640025,1.5,0.60000002,1.37477267,2,5,,21,11/12/25 19:25,,,,,{FBCC45C1-8617-4FB0-9F78-972BCA4003D6},597,,Branch 3,,,SD,11/12/25 19:25,,
-109.850482,23.55277453436723,117.15574645999999,3,0.31579146,0.71571095,23.55277453,-109.850482,394.002397,1.2999999500000001,0.60000002,1.15325618,4,7,2,17,11/12/25 19:35,,,,,{264486F6-86F9-43A8-836B-8D04D4178726},598,,,5.1,N,SD,11/12/25 19:36,,N
-109.8591786,23.558124324292393,108.6584702,3,0.74899321,1.83729775,23.55812432,-109.8591786,423.030724,1.2000000499999999,0.60000002,1.03923047,4,10,2,21,11/13/25 17:14,,,,,{08D1E0F7-8A31-4EB8-89B5-0283FBAADE08},190,,Green acorns,10.9,N,SD,11/13/25 17:14,,Y
-109.8580635,23.55676621886353,84.28881836,3,0.58627914,1.5135414900000002,23.55676622,-109.8580635,415.925386,1.6000000200000002,0.6999999900000001,1.43874955,4,31,2,17,11/13/25 16:58,,,,,{0AEA4817-1F39-41EF-9A81-FA4AC1C9C056},2313,13.6,DBH 2: 10.9,2.6,Y,SD,11/13/25 16:58,SD_308,N
-109.8578556,23.555512595075978,135.9136963,3,0.5246213300000001,1.20382906,23.5555126,-109.8578556,411.944944,1.1000000200000002,0.5,0.97979593,4,17,2,22,11/13/25 16:04,,,,,{1335D156-57E6-46EE-81BE-6254683AA502},666,,,11.3,N,SD,11/13/25 16:04,,Y
-109.8580173,23.55669521,173.2604675,3,0.6159722,0.9929466,23.55669521,-109.8580173,415.745188,1.3999999800000003,0.6999999900000001,1.21243548,4,8,2,20,11/13/25 16:19,,,,,{20F00964-F139-464F-BBF1-64E5228396B7},2310,6.7,"DBH 2: 6.2, DBH 3: 3.8",6.5,Y,SD,11/13/25 16:19,SD_303,N
-109.8587843,23.55662889140398,46.7677269,3,1.51371359,2.4473909000000003,23.55662889,-109.8587843,419.169721,1.3999999800000003,0.8000000100000001,1.14891243,2,5,,19,11/13/25 18:44,,,,,{2373D190-31A8-4997-90EC-56813E92053E},549,,,19.1,N,SD,11/13/25 18:44,,Y
-109.8575378,23.556022995372672,132.2270966,3,1.15160656,2.23278308,23.556023,-109.8575378,417.192134,1.70000005,0.6999999900000001,1.5491933800000002,2,3,,18,11/13/25 15:52,,,,,{2EC5E1A6-7042-4B27-A3F1-4D8DAE32FDD7},533,29.2,,6.1,,SD,11/13/25 15:52,,N
-109.858063,23.55679175169254,154.3798676,3,0.45248154,1.23281854,23.55679175,-109.858063,415.820904,1.5,0.6999999900000001,1.3266499,4,9,2,19,11/13/25 17:00,,,,,{3720EA09-7E7D-4151-BD66-D4A5743B7589},545,,Green acorns,6.7,N,SD,11/13/25 17:01,,Y
-109.8587218,23.556831419094614,249.0516357,3,0.98468893,1.87068057,23.556831419999998,-109.8587218,418.35904899999997,2,1.1000000200000002,1.6703293300000002,4,8,2,16,11/13/25 17:59,,,,,{3D6A6CD6-5F4F-4603-9AAC-27A50F4F86B0},556,,Acorns green,5.1,N,SD,11/13/25 17:59,,Y
-109.8575544,23.555960461100206,163.7891846,3,0.56101999,1.2705473299999999,23.55596046,-109.8575545,417.310937,1.5,0.60000002,1.37477267,4,8,2,15,11/13/25 15:53,,,,,{3FE7DC1D-D965-4514-A8C9-555E7E454062},528,39.2,,7.7,N,SD,11/13/25 15:53,,N
-109.858688,23.555973553271574,36.906433109999995,3,0.9895793100000001,1.50636191,23.55597355,-109.858688,417.398008,1.70000005,0.8000000100000001,1.5,4,9,2,19,11/13/25 19:06,,,,,{45477B40-35AC-426F-A662-62A95B94C23A},2323,36.3,"DBH 2: 31.4, acorns green",6.3,Y,SD,11/13/25 19:06,SD_318,Y
-109.8579854,23.55662456826699,120.4794388,3,0.7513377000000001,1.57957285,23.55662457,-109.8579854,416.54987,1.70000005,0.6999999900000001,1.5491933800000002,4,8,2,15,11/13/25 16:42,,,,,{4EB60111-04E9-4CB4-A861-1109673900E1},536,,,2.6,N,SD,11/13/25 16:42,,N
-109.8586616,23.55675862250211,109.0997009,3,0.79173616,1.2571859099999998,23.55675862,-109.8586616,418.54701,1.2999999500000001,0.6999999900000001,1.09544504,4,10,2,15,11/13/25 18:14,,,,,{54A98405-C40B-48C8-878A-2F9A689E35CF},2318,8.3,Leaves in this group are sickly,3.5,Y,SD,11/13/25 18:14,SD_314,N
-109.8587313,23.55599036171052,,1,,,,,,,,,,,,,,,,,,{55D011C6-87FF-4BFC-9AD0-EE0BECCBF2E2},2324,26.5,Acorns green ,8.3,Y,SD,11/13/25 19:09,SD_319,Y
-109.8587933,23.556910180739578,96.66488647,3,1.3238039400000001,2.51778642,23.55691018,-109.8587933,414.939254,2,0.89999998,1.78605711,2,4,,16,11/13/25 17:55,,,,,{637BC8B1-7BD9-4274-A4DB-741F72575737},2315,69,"Green acorns, tree used to be tall but has fallen ",4.9,Y,SD,11/13/25 17:55,SD_310,Y
-109.8580015,23.556611448163036,29.56098557,3,0.67441529,1.37100966,23.55661145,-109.8580015,416.190666,1.6000000200000002,0.8000000100000001,1.38564074,4,9,2,14,11/13/25 16:36,,,,,{67B90F42-71F9-416C-9201-F79E5D6E41FB},537,,Brown acorns,3.9,N,SD,11/13/25 16:36,,Y
-109.8589633,23.557445216514413,181.38227844000002,3,0.56250003,1.1724611100000002,23.55744522,-109.8589633,424.183996,1.3999999800000003,0.60000002,1.26491106,4,8,2,14,11/13/25 17:38,,,,,{6FA79845-172D-4FD9-A9BD-71ABE53111F3},560,,,4.1,N,SD,11/13/25 17:38,,N
-109.8589355,23.557441737440108,,1,,,,,,,,,,,,,,,,,,{711179D8-8F20-4B91-92D9-9C53E7597143},558,,,6.8,N,SD,11/13/25 17:40,,N
-109.8586826,23.55627001538057,223.1641846,3,1.76435304,2.46593918,23.556270010000002,-109.8586826,417.157767,1.3999999800000003,0.8000000100000001,1.14891243,2,110,,21,11/13/25 18:56,,,,,{7630E2E4-69BE-4F35-90CB-69EE047DE107},2322,54.5,Acorns green and brown,15.6,Y,SD,11/13/25 18:56,SD_317,Y
-109.8594019,23.558043741913075,180.9976196,3,0.49781304000000004,0.93754664,23.55804374,-109.8594019,421.94515,1.2999999500000001,0.60000002,1.15325618,4,10,2,20,11/13/25 17:22,,,,,{76AEB814-2891-4787-8544-4B4D0FB36519},NA,,Only taking this point for AJ’s model. Not collecting leaves.,,N,SD,11/13/25 17:22,,
-109.8580337,23.55662915985019,108.671051,3,0.7523256,1.44340219,23.55662916,-109.8580337,415.573744,1.5,0.60000002,1.37477267,4,9,2,19,11/13/25 16:45,,,,,{7798F2E4-34B4-414E-A5A7-21A603F60222},538,,Acorns green and brown ,2.4,N,SD,11/13/25 16:45,,Y
-109.8579947,23.556649010869815,305.87585449000005,3,0.85451878,1.5435166399999998,23.55664901,-109.8579947,415.55721,1.2999999500000001,0.6999999900000001,1.09544504,4,11,2,17,11/13/25 16:24,,,,,{7A5707F6-2FF2-4311-AEDB-DA262EFBE635},532,,,9,N,SD,11/13/25 16:25,,N
-109.8579769,23.55665061742956,167.1211853,3,0.76114361,1.48826964,23.55665062,-109.8579769,415.37855399999995,1.6000000200000002,0.8000000100000001,1.38564074,4,11,2,19,11/13/25 16:30,,,,,{80AA1CEA-DF8D-4415-9E22-6571252CFB96},2311,29.9,Very few but green acorns,6.5,Y,SD,11/13/25 16:30,SD_305,Y
-109.8579784,23.55666496859397,20.05011368,3,0.64206469,1.0733749399999999,23.55666497,-109.8579784,417.09415,1.3999999800000003,0.6999999900000001,1.21243548,4,13,2,13,11/13/25 16:26,,,,,{8323585A-F85E-4CF5-B45A-26AE5E86BFDF},529,,,11.4,N,SD,11/13/25 16:26,,N
-109.8580017,23.556621555246334,184.63665770999998,3,0.74613801,1.8575222299999998,23.55662156,-109.8580017,415.98573600000003,1.5,0.6999999900000001,1.3266499,4,11,2,19,11/13/25 16:39,,,,,{8E0D40EB-4EB5-46C5-9387-06D21DAF594B},2312,33,Acorns are green,5.8,Y,SD,11/13/25 16:40,SD_307,Y
-109.8580521,23.556644615269494,147.4059448,3,0.38409165,0.6982602800000001,23.55664462,-109.8580521,414.56192,1.2999999500000001,0.60000002,1.15325618,4,8,2,20,11/13/25 16:15,,,,,{8EE85CAA-DEF3-4565-AA4F-1E256CFBEDCC},539,,Acorns green,5.3,N,SD,11/13/25 16:15,,Y
-109.8589489,23.557480651189827,288.7076111,3,0.77231213,1.56957093,23.557480650000002,-109.8589489,425.745701,1.5,0.6999999900000001,1.3266499,4,8,2,17,11/13/25 17:37,,,,,{93D43A49-15EE-44C9-95AC-23CAFD7F9179},193,,,3.3,N,SD,11/13/25 17:37,,N
-109.8586777,23.556719508439222,296.9594116,3,0.59359613,0.8547657,23.55671951,-109.8586776,416.67592,1.2999999500000001,0.6999999900000001,1.09544504,4,81,2,18,11/13/25 18:10,,,,,{9AB161AB-91EA-4688-A766-499C88BD96E2},2319,6.5,A single brown acorn,3.7,Y,SD,11/13/25 18:11,SD_313,Y
-109.8586526,23.556694919274694,9.23580456,3,1.0480962,1.82630129,23.556694919999998,-109.8586526,412.32614,1.5,0.8000000100000001,1.2688577200000002,2,3,,18,11/13/25 18:18,,,,,{A1C69B8C-4562-40DC-906C-3E05F348477E},553,36.3,"Acorns green and brown,  new BT: 2320, we thought this was a new tree so we sampled it but looking at photos later it's clearly 553 and so had already been sampled",5.2,Y,SD,11/13/25 18:18,SD_315,Y
-109.8587972,23.556976933930606,160.4929199,3,1.6257199700000002,3.13946257,23.556976929999998,-109.8587972,418.339631,2.2000000500000003,1,1.9595918700000001,2,99,,18,11/13/25 17:49,,,,,{A68F66F3-33C5-4F18-93C4-8F98F7F1A9AE},557,,"This height might be bad because it’s very tall and there’s lots of plants in the way, Also acorns green and brown",24.4,N,SD,11/13/25 17:50,,Y
-109.8586873,23.55675265163823,138.5213928,3,0.7552614799999999,1.03593618,23.55675265,-109.8586873,415.31779,1.2000000499999999,0.6999999900000001,0.97467947,4,9,2,16,11/13/25 18:05,,,,,{A7CD1077-3263-43A3-8BAC-21FC55128BF3},2317,7.5,"Green acorns, not many ",4.8,Y,SD,11/13/25 18:06,SD_312,Y
-109.858779,23.556588528121402,219.5625305,3,0.92431532,1.1625001300000002,23.55658853,-109.858779,418.76660699999996,1.3999999800000003,0.6999999900000001,1.21243548,4,43,2,14,11/13/25 18:45,,,,,{AAD97C51-795A-48CC-A49A-B54C45356B3E},548,,Green acorns,17.3,N,SD,11/13/25 18:46,,Y
-109.8578567,23.55534469772792,63.396175379999995,3,0.69952842,1.17992467,23.5553447,-109.8578567,411.54202999999995,1.1000000200000002,0.5,0.97979593,4,11,2,20,11/13/25 16:06,,,,,{AC4EC4CC-67CF-4C4A-B3EB-C8EAE237C825},667,,,14.5,N,SD,11/13/25 16:06,,Y
-109.858681,23.556737808057928,32.79325104,3,0.8456125,1.4586063800000002,23.556737809999998,-109.858681,414.672003,1.2999999500000001,0.6999999900000001,1.09544504,4,8,2,13,11/13/25 18:02,,,,,{AC6D7417-BB83-4B30-A5B4-3E91FBFEC820},555,,Green acorns,5.1,N,SD,11/13/25 18:03,,Y
-109.8592095,23.55806114296812,63.13159943,3,0.47190795,1.08407921,23.55806114,-109.8592095,423.165509,1.2000000499999999,0.60000002,1.03923047,4,6,2,21,11/13/25 17:17,,,,,{C3CC44CA-0EAA-4A37-A66F-4CD1F5CC9B59},198,,,6.6,N,SD,11/13/25 17:17,,N
-109.8580286,23.556671708568196,95.96381378000001,3,0.66240636,0.96892054,23.55667171,-109.8580286,414.924222,1.2000000499999999,0.60000002,1.03923047,4,11,2,19,11/13/25 16:22,,,,,{C53F6421-F1FB-433D-BFFF-DFB957896E05},541,,,6,N,SD,11/13/25 16:22,,N
-109.8586939,23.556486112525363,304.9182434,3,0.84797216,1.14507059,23.55648611,-109.8586939,416.245973,1.2000000499999999,0.60000002,1.03923047,4,10,2,15,11/13/25 18:51,,,,,{CF2ECB45-236C-458C-B258-3025FEB71152},546,,Green and brown acorns,12.2,N,SD,11/13/25 18:51,,Y
-109.8587903,23.556563800591903,128.7743835,3,0.8177873900000001,1.11207815,23.5565638,-109.8587903,419.656004,1.2999999500000001,0.6999999900000001,1.09544504,4,7,2,15,11/13/25 18:47,,,,,{CFFF4336-FD43-488E-B7E7-96E9D872F8D2},547,,Green acorns ,9.9,N,SD,11/13/25 18:47,,Y
